Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Year,Month
19-09-2013 16:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,"ARREST, BOOKED",MISSION ST / 11TH ST,-122.4171049,37.77432429,2013,09
19-09-2013 15:04,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2013,09
22-08-2013 10:07,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / BACON ST,-122.4035953,37.7276341,2013,08
20-08-2013 13:55,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2013,08
20-08-2013 13:52,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,08
11-08-2013 23:54,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,RICHMOND,"ARREST, BOOKED",DIVISADERO ST / PINE ST,-122.4402516,37.7871116,2013,08
07-08-2013 17:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,08
28-06-2013 13:51,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,06
13-06-2013 18:13,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,JUVENILE BOOKED,MARKET ST / 7TH ST,-122.4125153,37.78047775,2013,06
01-06-2013 19:11,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,06
21-04-2013 11:39,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2013,04
21-04-2013 11:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012,2013,04
18-04-2013 15:37,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,04
18-04-2013 15:31,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,04
18-04-2013 15:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2013,04
16-04-2013 08:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,PARK,"ARREST, BOOKED",HAIGHT ST / BAKER ST,-122.4403597,37.77084802,2013,04
10-03-2013 12:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,03
08-03-2013 13:34,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, BOOKED",MISSION ST / 24TH ST,-122.4184482,37.75223917,2013,03
05-03-2013 12:32,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2013,03
05-03-2013 12:26,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,03
24-02-2013 13:22,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,SOUTHERN,"ARREST, BOOKED",MARKET ST / GRANT AV,-122.4045875,37.78673168,2013,02
22-02-2013 12:02,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,BAYVIEW,"ARREST, CITED",3RD ST / PALOU AV,-122.3909717,37.73401522,2013,02
19-02-2013 14:49,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,INGLESIDE,"ARREST, CITED",4600 Block of MISSION ST,-122.4356218,37.72349132,2013,02
12-01-2013 13:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,01
11-01-2013 15:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2013,01
11-01-2013 15:22,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2013,01
11-01-2013 14:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",24TH ST / MISSION ST,-122.4184482,37.75223917,2013,01
11-01-2013 13:49,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,01
09-01-2013 11:22,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE,800 Block of BRYANT ST,-122.4034048,37.77542071,2013,01
08-01-2013 15:41,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,RICHMOND,NONE,GEARY BL / 25TH AV,-122.4847317,37.78009171,2013,01
14-12-2012 10:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2012,12
14-12-2012 10:29,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012,2012,12
14-12-2012 08:22,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,BAYVIEW,NONE,BAY SHORE BL / INDUSTRIAL ST,-122.4069108,37.73796662,2012,12
12-12-2012 11:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",24TH ST / MISSION ST,-122.4184482,37.75223917,2012,12
10-12-2012 15:25,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,NONE,2300 Block of MISSION ST,-122.4191968,37.75941443,2012,12
02-11-2012 17:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, BOOKED",MISSION ST / 14TH ST,-122.4199834,37.76827268,2012,11
24-07-2012 21:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406482,37.78273179,2012,07
19-04-2012 13:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,NORTHERN,JUVENILE CITED,GEARY BL / FILLMORE ST,-122.4329146,37.78435334,2012,04
21-03-2012 09:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",24TH ST / MISSION ST,-122.4184482,37.75223917,2012,03
19-03-2012 13:13,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,"ARREST, CITED",MISSION ST / 24TH ST,-122.4184482,37.75223917,2012,03
19-03-2012 13:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,"ARREST, CITED",24TH ST / MISSION ST,-122.4184482,37.75223917,2012,03
22-02-2012 14:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,NORTHERN,JUVENILE CITED,VANNESS AV / LOMBARD ST,-122.4245419,37.80130415,2012,02
22-02-2012 06:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,NONE,MISSION ST / 24TH ST,-122.4184482,37.75223917,2012,02
27-01-2012 08:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2012,01
27-01-2012 08:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2012,01
24-01-2012 15:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2012,01
24-01-2012 15:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2012,01
24-01-2012 15:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, CITED",MARKET ST / 4TH ST,-122.4058325,37.78574465,2012,01
24-01-2012 15:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2012,01
01-11-2011 16:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, CITED",MISSION ST / 8TH ST,-122.4131609,37.77745666,2011,11
07-09-2011 16:08,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2011,09
28-08-2011 13:46,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,TARAVAL,JUVENILE CITED,800 Block of ULLOA ST,-122.4660262,37.74092819,2011,08
13-08-2011 14:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2011,08
10-08-2011 20:44,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,INGLESIDE,NONE,2900 Block of DIAMOND ST,-122.4342292,37.73301995,2011,08
17-07-2011 22:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,INGLESIDE,JUVENILE BOOKED,BROOKDALE AV / SANTOS ST,-122.4187669,37.71193369,2011,07
15-06-2011 05:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",3100 Block of 18TH ST,-122.4145204,37.76218311,2011,06
02-06-2011 11:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, CITED",MISSION ST / 24TH ST,-122.4184482,37.75223917,2011,06
02-06-2011 10:27,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2011,06
19-05-2011 19:26,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.4198146,37.76584272,2011,05
16-01-2011 13:09,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,MISSION,"ARREST, CITED",2000 Block of MISSION ST,-122.4196583,37.76422056,2011,01
18-12-2010 13:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2010,12
15-12-2010 13:42,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,NORTHERN,JUVENILE CITED,GEARY BL / WEBSTER ST,-122.4312069,37.78456812,2010,12
03-12-2010 19:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",2100 Block of MISSION ST,-122.4194705,37.76227017,2010,12
21-09-2010 13:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,TENDERLOIN,JUVENILE CITED,STOCKTON ST / GEARY ST,-122.4065923,37.7875673,2010,09
12-09-2010 09:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,MISSION,NONE,2400 Block of MISSION ST,-122.4188873,37.75762172,2010,09
10-09-2010 16:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,BAYVIEW,JUVENILE CITED,17TH ST / DEHARO ST,-122.4016007,37.76484036,2010,09
29-07-2010 15:50,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2010,07
04-06-2010 16:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",MISSION ST / 18TH ST,-122.4193604,37.7618358,2010,06
06-05-2010 13:52,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2010,05
23-04-2010 17:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, BOOKED",16TH ST / POTRERO AV,-122.4075383,37.76578275,2010,04
08-04-2010 11:42,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2010,04
27-03-2010 14:50,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2010,03
24-03-2010 11:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2010,03
24-03-2010 10:55,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2010,03
23-03-2010 18:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,2010,03
22-03-2010 12:53,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,2010,03
11-03-2010 17:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,2010,03
25-02-2010 13:19,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,2010,02
25-02-2010 11:48,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,2010,02
08-02-2010 20:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,"ARREST, CITED",1100 Block of MARKET ST,-122.4135641,37.77951403,2010,02
29-01-2010 11:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,NONE,MISSION ST / CESAR CHAVEZ ST,-122.4182219,37.74816641,2010,01
15-01-2010 12:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",MISSION ST / 24TH ST,-122.4184482,37.75223917,2010,01
14-11-2009 20:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,TENDERLOIN,NONE,OFARRELL ST / LEAVENWORTH ST,-122.4146197,37.78558306,2009,11
09-11-2009 08:49,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,"ARREST, BOOKED",MARKET ST / 3RD ST,-122.4034341,37.78764305,2009,11
16-09-2009 16:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,BAYVIEW,NONE,3RD ST / 20TH ST,-122.3885594,37.76049292,2009,09
02-09-2009 06:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,BAYVIEW,NONE,0 Block of MONTGOMERY ST,-122.4021637,37.78957103,2009,09
17-08-2009 13:16,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,"ARREST, CITED",5TH ST / MARKET ST,-122.4080683,37.78399168,2009,08
06-08-2009 12:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,NONE,MARKET ST / STEUART ST,-122.3947512,37.79447983,2009,08
04-08-2009 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,0 Block of SOUTH VAN NESS AV,-122.4188102,37.7741251,2009,08
03-08-2009 10:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,NONE,2100 Block of MARKET ST,-122.429789,37.76665215,2009,08
08-07-2009 10:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2009,07
12-06-2009 17:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,8TH ST / MARKET ST,-122.4147438,37.77871926,2009,06
15-05-2009 16:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,NORTHERN,NONE,VANNESS AV / GEARY ST,-122.4213958,37.78568434,2009,05
14-05-2009 09:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,0 Block of SOUTH VAN NESS AV,-122.4188102,37.7741251,2009,05
11-05-2009 09:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,6TH ST / MARKET ST,-122.4102935,37.78223059,2009,05
01-05-2009 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2009,05
16-04-2009 14:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,0 Block of SOUTH VAN NESS AV,-122.4188102,37.7741251,2009,04
13-04-2009 13:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,TENDERLOIN,NONE,400 Block of POWELL ST,-122.4085684,37.78875942,2009,04
03-04-2009 12:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,"ARREST, BOOKED",MARKET ST / 5TH ST,-122.4080683,37.78399168,2009,04
02-04-2009 20:09,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,RICHMOND,NONE,900 Block of PRESIDIO AV,-122.445993,37.78297987,2009,04
01-04-2009 09:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,NONE,CHURCH ST / 18TH ST,-122.4283554,37.76125771,2009,04
22-03-2009 14:50,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,BAYVIEW,NONE,3RD ST / GILMAN AV,-122.3956223,37.72243362,2009,03
20-03-2009 08:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,TENDERLOIN,NONE,400 Block of POWELL ST,-122.4085684,37.78875942,2009,03
19-03-2009 09:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,EXCEPTIONAL CLEARANCE,800 Block of BRYANT ST,-122.4034048,37.77542071,2009,03
17-03-2009 08:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266,2009,03
17-02-2009 13:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,CENTRAL,NONE,300 Block of BATTERY ST,-122.400216,37.79480303,2009,02
16-02-2009 14:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,"ARREST, CITED",1800 Block of MISSION ST,-122.4198329,37.76746253,2009,02
19-01-2009 20:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,BAYVIEW,NONE,KEITH ST / FITZGERALD AV,-122.3952655,37.72322224,2009,01
10-01-2009 15:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,SOUTHERN,NONE,4TH ST / MARKET ST,-122.4058325,37.78574465,2009,01
23-12-2008 16:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,NORTHERN,NONE,100 Block of GROVE ST,-122.4190858,37.77843533,2008,12
10-12-2008 09:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,TENDERLOIN,NONE,400 Block of POWELL ST,-122.4085684,37.78875942,2008,12
08-12-2008 19:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,TARAVAL,NONE,46TH AV / JUDAH ST,-122.5059285,37.76042174,2008,12
08-12-2008 01:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,NORTHERN,NONE,100 Block of GROVE ST,-122.4190858,37.77843533,2008,12
28-11-2008 16:37,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,BAYVIEW,"ARREST, BOOKED",3RD ST / EVANS AV,-122.3879274,37.74270308,2008,11
28-10-2008 10:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,500 Block of MARKET ST,-122.4018331,37.78903977,2008,10
27-10-2008 14:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,BAYVIEW,NONE,HUDSON AV / 3RD ST,-122.3887558,37.74031922,2008,10
14-10-2008 15:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,600 Block of BRYANT ST,-122.3992491,37.77870494,2008,10
29-09-2008 14:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,BAYVIEW,NONE,25TH ST / ILLINOIS ST,-122.3868128,37.75289,2008,09
06-09-2008 09:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,BAYVIEW,"ARREST, BOOKED",WILLIAMS AV / 3RD ST,-122.3926255,37.72928044,2008,09
04-09-2008 17:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,"ARREST, CITED",OFARRELL ST / MARKET ST,-122.4045875,37.78673168,2008,09
04-09-2008 14:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,NORTHERN,NONE,CHURCH ST / DUBOCE AV,-122.4291288,37.76945562,2008,09
03-09-2008 18:26,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,CENTRAL,"ARREST, CITED",0 Block of POST ST,-122.4023466,37.78900334,2008,09
03-09-2008 16:45,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,"ARREST, CITED",600 Block of MARKET ST,-122.402553,37.78847491,2008,09
02-09-2008 17:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, CITED",5TH ST / MARKET ST,-122.4080683,37.78399168,2008,09
23-08-2008 17:47,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,BAYVIEW,"ARREST, BOOKED",PALOU AV / 3RD ST,-122.3909717,37.73401522,2008,08
07-08-2008 20:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,NORTHERN,NONE,CHURCH ST / DUBOCE AV,-122.4291288,37.76945562,2008,08
23-07-2008 11:38,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,"ARREST, CITED",MARKET ST / 5THSTNORTH ST,-122.4080683,37.78399168,2008,07
22-07-2008 17:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,PARK,NONE,DIVISADERO ST / GEARY BL,-122.4394808,37.78330881,2008,07
22-07-2008 12:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,TENDERLOIN,"ARREST, BOOKED",8TH ST / MARKET ST,-122.4147438,37.77871926,2008,07
27-06-2008 13:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, BOOKED",CHURCH ST / MARKET ST,-122.42895,37.76750273,2008,06
13-06-2008 08:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2008,06
10-06-2008 08:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, CITED",1000 Block of MARKET ST,-122.4110714,37.78175113,2008,06
31-05-2008 16:47,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,SOUTHERN,"ARREST, CITED",MARKET ST / 5TH ST,-122.4080683,37.78399168,2008,05
14-05-2008 17:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,"ARREST, CITED",MARKET ST / 5TH ST,-122.4080683,37.78399168,2008,05
28-04-2008 09:40,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2008,04
06-04-2008 00:01,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,BAYVIEW,NONE,1000 Block of INDIANA ST,-122.3910319,37.75699124,2008,04
23-03-2008 12:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,SOUTHERN,UNFOUNDED,5TH ST / HARRISON ST,-122.4018464,37.77903241,2008,03
19-03-2008 17:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,NORTHERN,NONE,1300 Block of GOUGH ST,-122.4248427,37.78576523,2008,03
19-03-2008 08:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2008,03
18-03-2008 01:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,BAYVIEW,NONE,1000 Block of 22ND ST,-122.3916579,37.75768375,2008,03
05-03-2008 13:27,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.4053594,37.78597748,2008,03
23-02-2008 16:20,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,BAYVIEW,NONE,GILMAN AV / 3RD ST,-122.3956223,37.72243362,2008,02
22-02-2008 08:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.4165426,37.77629368,2008,02
08-02-2008 23:35,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,CENTRAL,NONE,HYDE ST / BEACH ST,-122.4205641,37.80665678,2008,02
06-02-2008 17:30,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,UNFOUNDED,0 Block of SOUTH VAN NESS AV,-122.4188102,37.7741251,2008,02
